,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,label
34,83,422,86,517,557,294,236,307,474,432,133,93,509,134,188,159,544,150,448,554,189,266,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,545,185,457,282,89,98,314,218,41,257,434,84,104,441,521,458,231,540,297,535,348,172,69,384,530,526,74,490,471,367,220,26,350,193,2,90,173,251,116,0,1
37,474,432,133,93,71,134,399,159,39,150,135,554,398,266,343,170,7,492,359,113,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,441,66,458,353,540,289,50,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,135,554,398,308,343,406,7,94,215,468,295,387,478,260,95,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,352,394,183,205,206,253,233,117,364,42,368,67,196,27,230,79,12,166,462,143,100,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,160,551,130,144,562,409,207,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,319,47,34,340,331,51,254,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,301,125,10,455,246,195,402,377,206,334,233,117,364,543,224,67,389,27,356,79,12,166,126,443,100,335,408,395,35,160,36,130,0,0,0,0,0,0,0,0,1
44,29,437,313,482,537,385,569,232,285,461,579,455,246,394,402,205,378,334,233,477,223,42,368,523,389,561,356,516,12,424,462,143,100,335,175,197,35,425,551,130,1
45,190,103,260,95,191,261,317,514,375,87,73,344,171,49,440,309,96,68,486,519,109,520,216,470,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,480,141,66,123,231,540,297,50,239,414,522,192,60,61,74,99,115,219,372,26,350,388,2,90,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,86,70,30,294,236,265,474,432,449,93,509,134,188,159,39,433,135,31,189,266,343,406,7,94,215,113,281,387,103,260,493,393,261,267,72,212,501,510,344,413,1
49,33,244,300,319,47,34,245,331,51,332,255,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,294,342,307,112,149,133,488,509,450,188,159,544,150,135,31,398,308,237,170,7,94,215,113,295,190,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,409,207,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,387,103,325,95,191,326,267,72,375,87,73,344,413,534,146,268,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,467,532,469,57,157,550,405,412,58,15,83,158,86,70,30,288,236,265,112,432,449,488,509,450,188,423,39,150,135,31,189,308,343,406,7,94,359,0,0,0,0
55,20,8,361,9,88,56,318,174,21,460,4,142,258,46,77,435,512,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,573,83,422,499,70,557,294,342,265,474,149,133,93,71,134,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,568,217,250,204,525,545,185,122,296,89,98,314,363,547,328,151,84,104,141,66,123,353,540,297,50,348,414,69,192,60,61,74,490,115,367,372,559,350,388,2,0
58,124,4,142,330,541,505,435,512,555,222,273,243,5,153,274,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,18,346,465,416,287,483,347,381,119,429,145,304,101,316,210,259,305,548,383,140,120,108,293,19,320,527,164,227,0,0,0,0,0,0,0,0,0,0,0,0,0
60,238,171,49,440,268,489,518,97,519,109,520,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,507,241,129,186,105,76,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,3,178,560,563,419,415,187,390,453,513,181,290,234,336,533,162,391,200,139,565,184,18,248,127,416,287,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,280,527,430,227,386,396,23,102,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,261,267,514,212,87,73,238,171,534,440,309,489,518,486,64,109,65,216,114,568,217,250,376,525,545,185,457,296,496,98,314,0,0,0,0,0,0,0,0,0,0
65,334,233,117,223,42,224,67,389,27,356,79,12,166,462,143,494,335,175,197,556,160,551,130,144,24,176,207,62,91,208,369,177,341,137,11,167,504,322,0,0,0
66,31,189,266,237,170,7,94,359,113,295,387,478,260,493,393,261,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,32,362,311,345,5,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,472,270,283,75,241,129,401,105,76,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,226,427,81,3,417,28,25,179,180,187,390,453,82,181,302,357,256,533,162,391,200,139,22,404,570,346,127,182,0,0,0,0,0,0,0,0,0,0,0,0,0
70,136,246,195,183,205,206,253,233,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,152,512,32,362,273,345,583,436,274,286,552,339,284,319,47,34,245,252,539,332,333,52,29,437,276,106,537,194,569,354,285,125,10,0,0,0,0,0,0,0,1
72,253,233,117,364,543,224,67,196,561,230,79,12,166,126,443,100,262,408,197,35,160,551,130,144,562,409,379,62,498,208,225,177,247,137,11,167,0,0,0,0,1
73,12,424,126,443,100,262,408,395,556,160,36,130,144,24,176,379,62,91,380,369,177,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,38,156,121,358,321,467,48,111,57,157,37,168,169,58,15,502,422,86,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,370,427,515,3,417,560,25,179,180,187,390,138,513,411,302,357,336,55,428,199,392,452,22,184,18,346,127,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,76,242,271,567,8,361,580,88,56,318,407,21,460,4,442,330,46,77,152,78,32,222,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,409,207,62,91,208,225,410,247,451,11,426,85,322,538,13,323,473,43,1,131,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,152,78,32,222,273,345,5,153,274,299,33,339,300,319,47,34,245,331,51,254,333,52,29,154,276,106,537,194,17,232,301,461,579,0,0,0,0,0,0,0,1
79,11,426,85,322,54,13,278,118,43,1,131,80,226,161,515,3,178,28,25,179,415,403,390,138,82,181,290,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,289,535,239,172,69,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,8,221,9,500,531,272,174,564,124,4,142,330,46,77,435,78,32,222,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,435,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,204,59,545,400,457,296,89,98,269,218,41,257,151,503,104,441,521,458,353,540,289,535,239,172,69,192,530,61,506,99,115,0,0,0,0,0,0,0,0,0,1
84,503,104,441,66,123,353,45,289,50,239,414,69,384,60,61,74,99,471,219,220,26,240,388,2,90,418,329,116,315,283,75,241,459,0,0,0,0,0,0,0,1
85,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,95,191,261,267,72,375,87,73,344,171,49,440,309,96,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,304,495,316,210,337,292,548,213,454,476,484,306,19,320,63,430,227,201,202,23,491,6,365,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,30,294,342,307,387,478,260,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,224,523,196,561,356,79,12,166,462,143,100,335,408,197,35,160,36,130,444,562,176,379,62,91,208,225,177,341,137,11,426,85,322,54,13,0,0,0,0,0,1
90,334,233,477,223,42,224,67,196,27,356,516,575,166,126,143,494,262,175,395,35,160,36,130,444,24,176,207,528,0,0,0,0,0,0,0,0,0,0,0,0,0
91,99,115,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,112,432,133,488,509,134,188,159,39,150,135,31,189,266,343,406,7,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,234,256,55,162,199,392,452,22,184,18,346,465,416,287,107,347,381,475,163,145,304,495,279,210,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,280,527,164,227,386,202,23,102,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,141,521,123,231,540,289,50,348,172,522,192,60,526,74,490,471,219,372,559,240,388,2,90,173,251,472,315,298,507,338,129,186,481,76,351,310,0,0,0,0,0
96,169,58,15,83,158,499,70,30,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,13,278,473,43,1,131,80,370,161,515,3,178,28,25,179,180,187,390,138,82,411,302,357,256,55,162,391,392,139,22,404,18,346,127,182,0,0,0,0,0,0
98,290,357,256,55,428,199,200,452,565,184,570,346,127,416,303,483,249,381,119,163,445,291,101,279,210,337,305,548,0,0,0,0,0,0,0,0,0,0,0,0,0
99,156,121,358,264,467,48,469,57,157,37,405,412,529,15,83,158,49,146,309,489,68,97,64,109,520,366,114,16,360,250,204,59,0,0,0,0,0,0,0,0,0
100,102,6,365,203,128,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,79,12,166,126,443,100,262,175,395,35,160,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,460,4,442,330,541,77,152,78,32,222,273,243,5,153,274,299,33,244,300,275,542,34,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103,76,242,310,20,578,361,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,60,526,506,99,115,219,220,26,240,388,584,90,173,329,116,315,283,507,338,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,473,43,1,464,80,370,161,81,3,417,28,25,179,180,187,198,453,513,181,290,357,336,55,162,199,200,452,22,184,18,346,127,182,287,483,347,0,0,0,0,1
106,577,492,359,113,295,387,103,260,95,393,261,317,514,375,87,510,344,413,49,440,268,489,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107,39,433,135,31,189,308,237,170,7,94,359,468,281,190,103,325,95,393,326,267,72,212,87,73,344,171,49,146,268,96,68,97,64,109,520,0,0,0,0,0,1
108,511,351,310,20,8,221,580,500,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,434,84,104,441,66,458,231,45,289,50,348,414,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,241,459,186,481,76,242,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,174,21,460,4,442,258,46,505,152,78,32,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,24,409,207,62,91,208,225,410,247,137,576,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,106,537,194,17,232,301,461,10,136,352,195,402,377,206,334,233,117,364,42,224,67,196,27,356,79,12,166,462,143,100,0,0,0,0,0,0,0,0,0,0,0
114,279,382,337,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,481,76,242,310,567,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,147,211,447,263,546,156,456,358,264,110,48,111,524,157,550,168,169,58,15,502,422,86,70,30,288,236,307,474,0,0,0,0,0,0,0,0,0,0,0,0,0
117,52,29,437,276,482,53,194,17,232,301,461,10,136,352,394,402,377,206,253,233,477,223,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,29,154,313,106,53,194,569,232,301,125,10,455,352,195,402,377,378,253,355,117,364,543,224,523,196,561,230,516,12,424,0,0,0,0,0,0,0,0,0,0,0
119,356,516,575,166,126,143,100,335,408,395,556,425,36,130,444,24,176,207,528,91,380,369,410,247,451,11,426,85,277,54,574,323,473,549,1,131,80,0,0,0,0
120,14,487,349,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
121,459,186,481,76,351,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
122,521,123,353,45,289,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,10,136,352,195,183,377,378,85,277,538,13,278,473,43,1,131,508,370,427,81,3,178,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
124,182,303,107,249,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,262,175,395,556,425,36,463,144,24,409,207,62,498,208,369,410,247,451,11,426,504,322,54,574,278,473,43,1,131,80,226,427,515,3,0,0,0,0,0,0,1
126,192,530,61,74,99,115,219,372,26,350,193,2,90,173,329,116,270,283,75,338,129,186,481,511,351,310,567,8,221,9,88,531,318,407,21,124,4,142,0,0,1
127,230,79,12,424,462,143,100,262,408,197,556,160,551,463,444,562,176,379,62,498,380,225,177,341,137,11,426,504,277,54,13,323,0,0,0,0,0,0,0,0,1
128,77,152,78,555,362,311,243,583,436,274,299,33,339,300,319,47,34,340,331,539,254,333,52,29,437,313,482,537,194,17,354,285,461,0,0,0,0,0,0,0,1
129,530,61,506,99,115,367,220,26,350,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,296,89,98,269,218,41,257,434,84,480,441,66,123,353,45,289,50,348,172,69,384,60,61,74,490,115,367,372,26,0,0,0,0,0,0,0,0,0,0,0,0
131,363,547,257,434,84,480,441,66,123,231,45,60,61,74,490,115,219,372,559,240,193,584,90,173,329,116,315,298,75,338,459,186,105,0,0,0,0,0,0,0,0
132,60,61,74,490,115,219,372,26,240,193,2,90,173,251,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,332,255,52,558,437,276,482,53,385,17,354,285,125,10,136,246,195,183,377,378,334,233,117,223,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,412,58,15,83,422,86,70,30,288,342,307,112,149,133,93,509,450,188,159,544,433,448,554,398,266,237,406,7,94,359,113,281,387,478,325,95,393,0,0,0,0
135,198,138,82,411,302,357,256,533,162,391,200,139,565,184,18,346,127,182,303,107,249,209,119,163,445,291,495,279,0,0,0,0,0,0,0,0,0,0,0,0,0
136,126,443,494,335,175,197,35,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,400,122,282,89,485,269,218,41,328,434,84,104,441,521,123,231,45,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,462,143,100,262,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,360,327,204,59,40,185,122,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,163,445,304,495,279,210,337,305,548,383,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,177,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,99,115,367,372,559,350,193,584,497,173,251,116,270,283,75,338,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,477,223,42,368,523,389,27,230,79,575,424,126,143,100,262,175,395,35,425,36,130,444,24,176,379,528,498,208,369,410,247,137,0,0,0,0,0,0,0,0,0
145,418,329,116,270,298,75,338,129,401,481,76,242,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,499,70,30,294,342,265,474,149,449,488,509,134,188,423,544,150,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,402,377,378,334,233,117,223,42,224,67,196,27,356,79,12,166,462,143,100,262,175,395,556,425,36,130,144,24,409,207,528,91,208,0,0,0,0,0,0,0,0
148,333,536,29,154,276,482,53,194,17,354,301,461,10,455,352,394,402,377,378,253,233,117,364,42,368,67,196,561,356,79,12,424,126,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,425,36,130,444,24,409,207,528,91,380,369,410,247,451,576,167,504,322,54,13,278,473,43,1,131,80,226,161,515,3,178,0,0,0,0,0,0,0,0,0,1
151,94,359,113,281,190,103,325,95,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
152,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
153,49,440,268,96,518,97,519,479,520,216,114,16,217,327,376,59,40,400,457,296,496,98,269,218,41,328,151,0,0,0,0,0,0,0,0,0,0,0,0,0,1
154,81,3,178,28,563,179,180,403,198,138,82,411,302,357,336,533,162,199,200,139,22,184,18,248,127,182,303,107,249,209,119,163,145,304,101,279,0,0,0,0,1
155,106,53,194,569,232,285,461,10,136,246,195,183,205,378,253,355,117,364,42,224,67,389,27,230,79,12,166,126,443,100,335,408,197,35,425,36,130,444,562,409,1
156,72,212,87,510,238,413,49,440,309,489,68,486,64,109,65,366,470,16,360,327,204,525,40,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
158,40,400,457,282,89,485,314,218,41,328,151,84,104,141,521,123,353,45,297,50,239,414,69,192,60,61,74,490,115,219,372,26,240,0,0,0,0,0,0,0,1
159,312,286,33,339,300,319,47,553,340,252,539,254,255,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160,409,207,62,91,208,369,410,247,137,11,167,85,322,538,13,278,118,43,1,464,80,226,161,81,3,417,28,25,419,180,187,198,453,82,411,302,357,336,533,0,1
161,84,480,141,66,458,231,45,289,535,239,172,522,192,60,61,74,490,471,219,372,559,240,388,2,497,418,251,472,315,283,507,20,0,0,0,0,0,0,0,0,1
162,82,181,302,234,256,55,162,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
163,237,170,7,492,215,113,295,190,103,325,95,109,65,216,114,16,360,250,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
